🧜🏿	aljan, aljana, aljanar ruwa, aljanin ruwa, aljanun ruwa, babbar aljanar ruwa, launin fata mai duhu, mari, mari babban kifi, ƴan ruwa, ƴar ruwa
👯	aminai, kunnen zomo, mai rawa, mata biyu, mata masu kunnuwan zomo, mutane masu kunnuwan zomo, mutane masu kunnuwan zomo yin biki, rawa, yin biki, ƴan rawa
👯‍♂	kunnen zomo, kunnuwan zomo, mai rawa, maza, maza masu kunnuwan zomo yin biki, yin biki, zomaye, zomo, ƴan biyu
🤼‍♂	kaye, kokawa, maza, maza biyu, maza masu kokawa, wasan kokawa, ƴan dambe
🤼‍♀	filin dambe, kokawa, mata, mata masu kokawa, wasan kokawa, ƴan dambe
🧑‍🤝‍🧑	abokai, hannu, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏻‍🤝‍🧑🏻	abokai, hannu, launin fata mai haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏻‍🤝‍🧑🏼	abokai, hannu, launin fata mai haske, launin fata mai madaidaicin haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏻‍🤝‍🧑🏽	abokai, hannu, launin fata mai haske, mace da miji, madaidaicin launin fata, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏻‍🤝‍🧑🏾	abokai, hannu, launin fata mai haske, launin fata mai madaidaicin duhu, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏻‍🤝‍🧑🏿	abokai, hannu, launin fata mai duhu, launin fata mai haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏼‍🤝‍🧑🏻	abokai, hannu, launin fata mai haske, launin fata mai madaidaicin haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏼‍🤝‍🧑🏼	abokai, hannu, launin fata mai madaidaicin haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏼‍🤝‍🧑🏽	abokai, hannu, launin fata mai madaidaicin haske, mace da miji, madaidaicin launin fata, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏼‍🤝‍🧑🏾	abokai, hannu, launin fata mai madaidaicin duhu, launin fata mai madaidaicin haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏼‍🤝‍🧑🏿	abokai, hannu, launin fata mai duhu, launin fata mai madaidaicin haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏽‍🤝‍🧑🏻	abokai, hannu, launin fata mai haske, mace da miji, madaidaicin launin fata, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏽‍🤝‍🧑🏼	abokai, hannu, launin fata mai madaidaicin haske, mace da miji, madaidaicin launin fata, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏽‍🤝‍🧑🏽	abokai, hannu, mace da miji, madaidaicin launin fata, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏽‍🤝‍🧑🏾	abokai, hannu, launin fata mai madaidaicin duhu, mace da miji, madaidaicin launin fata, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏽‍🤝‍🧑🏿	abokai, hannu, launin fata mai duhu, mace da miji, madaidaicin launin fata, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏾‍🤝‍🧑🏻	abokai, hannu, launin fata mai haske, launin fata mai madaidaicin duhu, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏾‍🤝‍🧑🏼	abokai, hannu, launin fata mai madaidaicin duhu, launin fata mai madaidaicin haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏾‍🤝‍🧑🏽	abokai, hannu, launin fata mai madaidaicin duhu, mace da miji, madaidaicin launin fata, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏾‍🤝‍🧑🏾	abokai, hannu, launin fata mai madaidaicin duhu, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏾‍🤝‍🧑🏿	abokai, hannu, launin fata mai duhu, launin fata mai madaidaicin duhu, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏿‍🤝‍🧑🏻	abokai, hannu, launin fata mai duhu, launin fata mai haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏿‍🤝‍🧑🏼	abokai, hannu, launin fata mai duhu, launin fata mai madaidaicin haske, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏿‍🤝‍🧑🏽	abokai, hannu, launin fata mai duhu, mace da miji, madaidaicin launin fata, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏿‍🤝‍🧑🏾	abokai, hannu, launin fata mai duhu, launin fata mai madaidaicin duhu, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
🧑🏿‍🤝‍🧑🏿	abokai, hannu, launin fata mai duhu, mace da miji, mutane, mutane masu rikon hannaye, mutum, mutum biyu, mutum biyu sun riƙe hannu, riko, rikon hannu, riƙe, yara biyu, zamantakewa, ƴan-uwa
👭	abokai, hannu, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👭🏻	abokai, hannu, launin fata mai haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏻‍🤝‍👩🏼	abokai, hannu, launin fata mai haske, launin fata mai madaidaicin haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏻‍🤝‍👩🏽	abokai, hannu, launin fata mai haske, lgbt, lgbtq, mace, madaidaicin launin fata, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏻‍🤝‍👩🏾	abokai, hannu, launin fata mai haske, launin fata mai madaidaicin duhu, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏻‍🤝‍👩🏿	abokai, hannu, launin fata mai duhu, launin fata mai haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏼‍🤝‍👩🏻	abokai, hannu, launin fata mai haske, launin fata mai madaidaicin haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👭🏼	abokai, hannu, launin fata mai madaidaicin haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏼‍🤝‍👩🏽	abokai, hannu, launin fata mai madaidaicin haske, lgbt, lgbtq, mace, madaidaicin launin fata, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏼‍🤝‍👩🏾	abokai, hannu, launin fata mai madaidaicin duhu, launin fata mai madaidaicin haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏼‍🤝‍👩🏿	abokai, hannu, launin fata mai duhu, launin fata mai madaidaicin haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏽‍🤝‍👩🏻	abokai, hannu, launin fata mai haske, lgbt, lgbtq, mace, madaidaicin launin fata, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏽‍🤝‍👩🏼	abokai, hannu, launin fata mai madaidaicin haske, lgbt, lgbtq, mace, madaidaicin launin fata, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👭🏽	abokai, hannu, lgbt, lgbtq, mace, madaidaicin launin fata, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏽‍🤝‍👩🏾	abokai, hannu, launin fata mai madaidaicin duhu, lgbt, lgbtq, mace, madaidaicin launin fata, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏽‍🤝‍👩🏿	abokai, hannu, launin fata mai duhu, lgbt, lgbtq, mace, madaidaicin launin fata, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏾‍🤝‍👩🏻	abokai, hannu, launin fata mai haske, launin fata mai madaidaicin duhu, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏾‍🤝‍👩🏼	abokai, hannu, launin fata mai madaidaicin duhu, launin fata mai madaidaicin haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏾‍🤝‍👩🏽	abokai, hannu, launin fata mai madaidaicin duhu, lgbt, lgbtq, mace, madaidaicin launin fata, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👭🏾	abokai, hannu, launin fata mai madaidaicin duhu, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏾‍🤝‍👩🏿	abokai, hannu, launin fata mai duhu, launin fata mai madaidaicin duhu, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏿‍🤝‍👩🏻	abokai, hannu, launin fata mai duhu, launin fata mai haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏿‍🤝‍👩🏼	abokai, hannu, launin fata mai duhu, launin fata mai madaidaicin haske, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏿‍🤝‍👩🏽	abokai, hannu, launin fata mai duhu, lgbt, lgbtq, mace, madaidaicin launin fata, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👩🏿‍🤝‍👩🏾	abokai, hannu, launin fata mai duhu, launin fata mai madaidaicin duhu, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
👭🏿	abokai, hannu, launin fata mai duhu, lgbt, lgbtq, mace, mata, mata biyu suna riƙe da hannuwa, miji da mata, namiji da mata suna riƙew da hannuwa, riƙe, riƙe hannuwa, ƙawaye, ƴan mata biyu
🍋‍🟩	kayan lemu, koren lemo, lamurje, lemon tsami, lemun tsami, salar lemon tsami, tsami, wurare masu zafi, ƴaƴan itace, ɓawon lemon tsami
🥭	abin marmari, abinci, kayan marmari, mangoro, mangwaro, na wurare masu zafi, ƴaƴan itace, ɗan itace
🫒	abinci, ganyen zaitun, zaitun, zaman lafiya, ƴaƴan zaitun
🍜	abinci, abinci mai zafi, cokalin cana, cokalin ƴan cana, dambatawa, indomi, kwano, kwano mai dambatawa, kwanon abinci, ramen, romo, taliya, taliya da romo
🧃	abin zuƙa, abin-zuƙa, abun zuƙa, bambaro, kwali, lemo, lemon kwali, mai daɗi, mazuƙi, ruwan ƴaƴan itace, suturo
🥢	hashi, karan cin abinci, sandunan cin abinci, tsinkayen cin abinci, tsinken cana, tsinken cin abinci, tsinken tsire, tsinken ƴan cana
🗽	Statue of Liberty, gunki, gunkin ƴanci, mutum-mutum, mutum-mutumi na ’yanci, new york, ny, nyc, ‘yanci
🎪	hemar ƴan wasan barkwanci, tanti, tantin ’yan wasa, ’yan wasa
🚓	faturol, kwalawa, motar ’yan sanda, patiri, ƙaramar mota, ƴan doka, ‘yan sanda
🚔️	mai zuwa, mota, motar ƴan sanda, motar ’yan sanda mai zuwa, ƙaramar motar, ’yan sanda
🛸	UFO, aljan, aljanu, faranti mai tasowa, ƴan sama jannati
☀️	cikin rana, da rana, haske, rana, takewar rana, tsirkiyoyi, yanayi, ƴaƴan rana
🎎	Na Japan, biki, na japan, shagali, yar tsana, yar tsana Na Japan, ƴar tsana
🎯	abin bara, auna saiti, buga, bugawa ta kai tsaye, cake, cimma nasara, ido, kai tsaye, kibiya, wasa, wasan wulla kibiya, ƴar cake
🪀	abin wasa, canzawa, sama da ƙasa, yo-yo, yoyo, zaren yo-yo, ƴartsana
🧸	abin wasa, buga wasa, cushe, kayan wasa, tedi, tunkun wasa, wasan yara, ƙari, ƴar-tsana, ƴartsana
🪆	babushka, rasha, sheƙa, ƴar tsana, ƴar-tsana, ƴartsana, ƴartsana mai sheƙa
